SYSCODE,CODE,REGIONAL,KABUPATEN,KECAMATAN,STATUS,THREE LETTER CODE,MANIFEST DOMESTIC,MANIFEST INTERCITY,ZONA TARIF (PPDD),ZONA DELEVERY (QCE),RING ORIGIN,WILAYAH
CLG20500,CLG,BODETABEKCILCIK,Serang,Baros,,CLG-SEG,CLG10000,CLG10000,B,B,RING 1,
CLG20501,CLG,BODETABEKCILCIK,Serang,Anyar,,CLG-SEG,CLG10000,CLG10000,B,B,RING 1,
CLG20502,CLG,BODETABEKCILCIK,Serang,Binuang,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20503,CLG,BODETABEKCILCIK,Serang,Bojonegara,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20504,CLG,BODETABEKCILCIK,Serang,Carenang (Cerenang),,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20505,CLG,BODETABEKCILCIK,Serang,Cikande,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20506,CLG,BODETABEKCILCIK,Serang,Cikeusal,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20507,CLG,BODETABEKCILCIK,Serang,Cinangka,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20508,CLG,BODETABEKCILCIK,Serang,Ciomas,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20509,CLG,BODETABEKCILCIK,Serang,Ciruas,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20510,CLG,BODETABEKCILCIK,Serang,Jawilan,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20511,CLG,BODETABEKCILCIK,Serang,Kibin,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20512,CLG,BODETABEKCILCIK,Serang,Kopo,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20513,CLG,BODETABEKCILCIK,Serang,Kragilan,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20514,CLG,BODETABEKCILCIK,Serang,Kramatwatu,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20515,CLG,BODETABEKCILCIK,Serang,Mancak,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20516,CLG,BODETABEKCILCIK,Serang,Pabuaran,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20517,CLG,BODETABEKCILCIK,Serang,Padarincang,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20518,CLG,BODETABEKCILCIK,Serang,Pamarayan,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20519,CLG,BODETABEKCILCIK,Serang,Petir,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20520,CLG,BODETABEKCILCIK,Serang,Pontang,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20521,CLG,BODETABEKCILCIK,Serang,Pulo Ampel,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20522,CLG,BODETABEKCILCIK,Serang,Tanara,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20523,CLG,BODETABEKCILCIK,Serang,Tirtayasa,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20524,CLG,BODETABEKCILCIK,Serang,Tunjung Teja,,CLG-SEG,CLG10000,CLG10000,C,C,RING 1,
CLG20525,CLG,BODETABEKCILCIK,Serang,Waringin Kurung,,CLG-SEG,CLG10000,CLG10000,B,C,RING 1,
CLG20526,CLG,BODETABEKCILCIK,Serang,Bandung,,CLG-SEG,CLG10000,CLG10000,B,B,RING 1,
CLG20527,CLG,BODETABEKCILCIK,Serang,Gunungsari,,CLG-SEG,CLG10000,CLG10000,A,A,RING 1,
CLG20528,CLG,BODETABEKCILCIK,Serang,Lebak Wangi,,CLG-SEG,CLG10000,CLG10000,A,A,RING 1,
DPK10000,DPK,BODETABEKCILCIK,Kota Depok,Depok,CABANG UTAMA,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10050,DPK,BODETABEKCILCIK,Cibubur,Cibubur,,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10052,DPK,BODETABEKCILCIK,Depok,Cimanggis,,DPK-CIM,DPK10000,DPK10000,A,A,RING 1,
DPK10058,DPK,BODETABEKCILCIK,Depok,Sawangan,,DPK-SAW,DPK10060,DPK10000,A,A,RING 1,
DPK10059,DPK,BODETABEKCILCIK,Depok,Beji,,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10060,DPK,BODETABEKCILCIK,Depok,Limo,,DPK-LIM,DPK10060,DPK10000,A,A,RING 1,
DPK10061,DPK,BODETABEKCILCIK,Depok,Pancoran Mas,,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10062,DPK,BODETABEKCILCIK,Depok,Sukmajaya,,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10063,DPK,BODETABEKCILCIK,Depok,Cilodong,,DPK-COL,DPK10000,DPK10000,A,A,RING 1,
DPK10064,DPK,BODETABEKCILCIK,Depok,Tapos,,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10065,DPK,BODETABEKCILCIK,Depok,Cipayung,,DPK,DPK10000,DPK10000,A,A,RING 1,
DPK10066,DPK,BODETABEKCILCIK,Depok,Bojongsari,,DPK-SAW,DPK10060,DPK10000,A,A,RING 1,
DPK10067,DPK,BODETABEKCILCIK,Depok,Cinere,,DPK-LIM,DPK10060,DPK10000,A,A,RING 1,
TGR10000,TGR,BODETABEKCILCIK,Kota Tangerang,Tangerang,CABANG UTAMA,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10036,TGR,BODETABEKCILCIK,Tangerang,Ciledug,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10046,TGR,BODETABEKCILCIK,Tangerang,Batuceper,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10047,TGR,BODETABEKCILCIK,Tangerang,Benda,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10048,TGR,BODETABEKCILCIK,Tangerang,Cibodas,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10049,TGR,BODETABEKCILCIK,Tangerang,Cipondoh,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10050,TGR,BODETABEKCILCIK,Tangerang,Jatiuwung,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10051,TGR,BODETABEKCILCIK,Karangtengah ,Karangtengah ,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10052,TGR,BODETABEKCILCIK,Tangerang,Karawaci,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10053,TGR,BODETABEKCILCIK,Tangerang,Larangan,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10054,TGR,BODETABEKCILCIK,Tangerang,Neglasari,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10055,TGR,BODETABEKCILCIK,Tangerang,Periuk,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10056,TGR,BODETABEKCILCIK,Tangerang,Pinang (Penang),,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10057,TGR,BODETABEKCILCIK,Tangerang,Karang Tengah,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10100,TGR,BODETABEKCILCIK,Tangerang,Tigaraksa,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10101,TGR,BODETABEKCILCIK,Tangerang,Balaraja,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10102,TGR,BODETABEKCILCIK,Tangerang,Cikupa,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10103,TGR,BODETABEKCILCIK,Tangerang,Cisoka,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10104,TGR,BODETABEKCILCIK,Tangerang,Curug,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10105,TGR,BODETABEKCILCIK,Tangerang,Kronjo,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10106,TGR,BODETABEKCILCIK,Tangerang,Kresek,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10107,TGR,BODETABEKCILCIK,Tangerang,Legok,,TGR-LGK,TGR10113,TGR10000,A,A,RING 1,
TGR10108,TGR,BODETABEKCILCIK,Tangerang,Mauk,,TGR-SMK,TGR10054,TGR10000,A,A,RING 1,
TGR10109,TGR,BODETABEKCILCIK,Tangerang,Pasar Kemis,,TGR-PKM,TGR10054,TGR10000,A,A,RING 1,
TGR10110,TGR,BODETABEKCILCIK,Tangerang,Pakuhaji,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10111,TGR,BODETABEKCILCIK,Tangerang,Rajeg,,TGR-PKM,TGR10054,TGR10000,A,A,RING 1,
TGR10112,TGR,BODETABEKCILCIK,Tangerang,Sepatan,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10113,TGR,BODETABEKCILCIK,Tangerang Selatan,Serpong,,TGR-TAS,TGR10113,TGR10000,A,A,RING 1,
TGR10114,TGR,BODETABEKCILCIK,Tangerang,Teluknaga,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10115,TGR,BODETABEKCILCIK,Tangerang Selatan,Pondok Aren,,TGR-PAR,TGR10113,TGR10000,A,A,RING 1,
TGR10116,TGR,BODETABEKCILCIK,Tangerang Selatan,Pamulang,,TGR-CPT,TGR10117,TGR10000,A,A,RING 1,
TGR10117,TGR,BODETABEKCILCIK,Tangerang Selatan,Ciputat,,TGR-CPT,TGR10117,TGR10000,A,A,RING 1,
TGR10118,TGR,BODETABEKCILCIK,Tangerang,Cisauk,,TGR-LGK,TGR10113,TGR10000,A,A,RING 1,
TGR10119,TGR,BODETABEKCILCIK,Tangerang,Jambe,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10120,TGR,BODETABEKCILCIK,Tangerang,Jayanti,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10121,TGR,BODETABEKCILCIK,Tangerang,Kemiri,,TGR-SMK,TGR10054,TGR10000,A,A,RING 1,
TGR10122,TGR,BODETABEKCILCIK,Tangerang,Kosambi,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10123,TGR,BODETABEKCILCIK,Tangerang,Pagedangan,,TGR-LGK,TGR10113,TGR10000,A,A,RING 1,
TGR10124,TGR,BODETABEKCILCIK,Tangerang,Panongan,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10125,TGR,BODETABEKCILCIK,Tangerang,Sukadiri,,TGR-SMK,TGR10054,TGR10000,A,A,RING 1,
TGR10126,TGR,BODETABEKCILCIK,Tangerang,Sukamulya,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10127,TGR,BODETABEKCILCIK,Tangerang,Solear,,TGR-TGA,TGR10100,TGR10000,A,A,RING 1,
TGR10128,TGR,BODETABEKCILCIK,Tangerang,Sindang Jaya,,TGR-PKM,TGR10054,TGR10000,A,A,RING 1,
TGR10129,TGR,BODETABEKCILCIK,Tangerang Selatan,Setu,,TGR-TAS,TGR10113,TGR10000,A,A,RING 1,
TGR10130,TGR,BODETABEKCILCIK,Tangerang Selatan,Serpong Utara,,TGR-TAS,TGR10113,TGR10000,A,A,RING 1,
TGR10131,TGR,BODETABEKCILCIK,Tangerang,Sepatan Timur,,TGR-NEG,TGR10054,TGR10000,A,A,RING 1,
TGR10132,TGR,BODETABEKCILCIK,Tangerang,Mekar Baru,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10133,TGR,BODETABEKCILCIK,Tangerang,Kelapa Dua,,TGR,TGR10000,TGR10000,A,A,RING 1,
TGR10134,TGR,BODETABEKCILCIK,Tangerang,Gunung Kaler,,TGR-KRK,TGR10106,TGR10000,A,A,RING 1,
TGR10135,TGR,BODETABEKCILCIK,Tangerang Selatan,Ciputat Timur,,TGR-CPT,TGR10117,TGR10000,A,A,RING 1,
BDO10000,BDO,JABAR,Kota Bandung,Bandung,CABANG UTAMA,BDO,BDO10000,BDO10000,A,A,RING 1,
BDO10002,BDO,JABAR,Bandung,Cibiru,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10018,BDO,JABAR,Bandung,Ujung Berung,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10037,BDO,JABAR,Bandung,Sukasari,,BDO - UTR,BDO10000,BDO10000,A,A,RING 1,
BDO10038,BDO,JABAR,Bandung,Antapani (Cicadas),,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10039,BDO,JABAR,Bandung,Cidadap,,BDO - UTR,BDO10000,BDO10000,A,B,RING 1,
BDO10040,BDO,JABAR,Bandung,Lengkong,,BDO - TGH,BDO10000,BDO10000,A,A,RING 1,
BDO10041,BDO,JABAR,Bandung,Andir,,BDO - BRT,BDO10000,BDO10000,A,A,RING 1,
BDO10042,BDO,JABAR,Bandung,Arcamanik,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10043,BDO,JABAR,Bandung,Astana Anyar,,BDO - TGH,BDO10000,BDO10000,A,A,RING 1,
BDO10044,BDO,JABAR,Bandung,Babakan Ciparay,,BDO - SLT,BDO10000,BDO10000,A,A,RING 2,
BDO10045,BDO,JABAR,Bandung,Bandung Kidul,,BDO - SLT,BDO10000,BDO10000,A,A,RING 1,
BDO10046,BDO,JABAR,Bandung,Bandung Kulon,,BDO - BRT,BDO10000,BDO10000,A,A,RING 1,
BDO10047,BDO,JABAR,Bandung,Bandung Wetan,,BDO - TGH,BDO10000,BDO10000,A,A,RING 1,
BDO10048,BDO,JABAR,Bandung,Batununggal,,BDO - TGH,BDO10000,BDO10000,A,A,RING 2,
BDO10049,BDO,JABAR,Bandung,Bojongloa Kaler,,BDO - TGH,BDO10000,BDO10000,A,A,RING 2,
BDO10050,BDO,JABAR,Bandung,Bojongloa Kidul,,BDO - SLT,BDO10000,BDO10000,A,A,RING 1,
BDO10051,BDO,JABAR,Bandung,Cibeunying Kaler,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10052,BDO,JABAR,Bandung,Cibeunying Kidul,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10053,BDO,JABAR,Bandung,Cicendo,,BDO - TGH,BDO10000,BDO10000,A,A,RING 2,
BDO10054,BDO,JABAR,Bandung,Coblong,,BDO - UTR,BDO10000,BDO10000,A,A,RING 1,
BDO10055,BDO,JABAR,Bandung,Kiaracondong,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10056,BDO,JABAR,Bandung,Buahbatu (Margacinta),,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10057,BDO,JABAR,Bandung,Rancasari,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10058,BDO,JABAR,Bandung,Regol,,BDO - TGH,BDO10000,BDO10000,A,A,RING 2,
BDO10059,BDO,JABAR,Bandung,Sukajadi,,BDO - UTR,BDO10000,BDO10000,A,A,RING 1,
BDO10060,BDO,JABAR,Bandung,Sumur Bandung,,BDO - TGH,BDO10000,BDO10000,A,A,RING 1,
BDO10062,BDO,JABAR,Bandung,Cinambo,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10063,BDO,JABAR,Bandung,Gedebage,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10064,BDO,JABAR,Bandung,Mandalajati,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10065,BDO,JABAR,Bandung,Panyileukan,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10100,BDO,JABAR,Bandung,Soreang,CABANG,BDO-SOR,BDO10100,BDO10100,A,B,RING 2,
BDO10101,BDO,JABAR,Bandung,Arjasari,,BDO-SOR,BDO10100,BDO10100,A,B,RING 2,
BDO10102,BDO,JABAR,Bandung,Baleendah,,BDO-SOR,BDO10100,BDO10100,A,B,RING 1,
BDO10103,BDO,JABAR,Bandung,Banjaran,,BDO-SOR,BDO10100,BDO10100,A,B,RING 2,
BDO10104,BDO,JABAR,Bandung,Bojongsoang,,BDO - SLT,BDO10000,BDO10000,A,B,RING 1,
BDO10105,BDO,JABAR,Bandung,Cangkuang,,BDO-SOR,BDO10100,BDO10100,A,B,RING 2,
BDO10106,BDO,JABAR,Bandung,Cicalengka,,BDO-CLY,BDO10129,BDO10129,A,B,RING 2,
BDO10107,BDO,JABAR,Bandung,Cikancung,,BDO-CLY,BDO10129,BDO10129,A,B,RING 2,
BDO10108,BDO,JABAR,Bandung,Cilengkrang,,BDO - TMR,BDO10000,BDO10000,A,A,RING 1,
BDO10109,BDO,JABAR,Bandung,Cileunyi,,BDO-CLY,BDO10129,BDO10129,A,A,RING 1,
BDO10110,BDO,JABAR,Bandung,Cimaung,,BDO-SOR,BDO10100,BDO10100,A,B,RING 2,
BDO10111,BDO,JABAR,Bandung,Cimeunyan,,BDO - TMR,BDO10000,BDO10000,A,B,RING 1,
BDO10112,BDO,JABAR,Bandung,Ciparay,,BDO-RCK,BDO10129,BDO10129,A,B,RING 1,
BDO10113,BDO,JABAR,Bandung,Ciwidey,,BDO-SOR,BDO10100,BDO10100,B,C,RING 2,
BDO10114,BDO,JABAR,Bandung,Dayeuhkolot,,BDO - SLT,BDO10000,BDO10000,A,B,RING 1,
BDO10115,BDO,JABAR,Bandung,Ibun,,BDO-RCK,BDO10129,BDO10129,A,B,RING 1,
BDO10116,BDO,JABAR,Bandung,Kertasari,,BDO-RCK,BDO10129,BDO10129,A,C,RING 2,
BDO10118,BDO,JABAR,Bandung,Katapang,,BDO-SOR,BDO10100,BDO10100,A,B,RING 1,
BDO10119,BDO,JABAR,Bandung,Majalaya,,BDO-RCK,BDO10129,BDO10129,B,B,RING 2,
BDO10120,BDO,JABAR,Bandung,Margaasih,,BDO - SLT,BDO10000,BDO10000,A,B,RING 2,
BDO10121,BDO,JABAR,Bandung,Margahayu,,BDO - SLT,BDO10000,BDO10000,A,B,RING 1,
BDO10122,BDO,JABAR,Bandung,Nagreg,,BDO-CLY,BDO10129,BDO10129,B,B,RING 1,
BDO10123,BDO,JABAR,Bandung,Pacet,,BDO-RCK,BDO10129,BDO10129,B,B,RING 2,
BDO10124,BDO,JABAR,Bandung,Pameungpeuk,,BDO-SOR,BDO10100,BDO10100,A,B,RING 1,
BDO10125,BDO,JABAR,Bandung,Pangalengan,,BDO-SOR,BDO10100,BDO10100,B,C,RING 1,
BDO10126,BDO,JABAR,Bandung,Paseh,,BDO-RCK,BDO10129,BDO10129,B,B,RING 2,
BDO10127,BDO,JABAR,Bandung,Pasirjambu,,BDO-SOR,BDO10100,BDO10100,B,C,RING 2,
BDO10128,BDO,JABAR,Bandung,Ranca Bali,,BDO-SOR,BDO10100,BDO10100,B,C,RING 2,
BDO10129,BDO,JABAR,Bandung,Rancaekek,CABANG,BDO-RCK,BDO10129,BDO10129,A,B,RING 2,
BDO10130,BDO,JABAR,Bandung,Solokan Jeruk,,BDO-RCK,BDO10129,BDO10129,A,B,RING 1,
BDO10131,BDO,JABAR,Bandung,Kutawaringin,,BDO-SOR,BDO10100,BDO10100,A,B,RING 2,
BDO20100,BDO,JABAR,Cimahi ,Cimahi ,,BDO - BRT,BDO10000,BDO10000,A,A,RING 1,
BDO20117,BDO,JABAR,Cimahi,Cimahi Selatan,,BDO - BRT,BDO10000,BDO10000,A,A,RING 1,
BDO20118,BDO,JABAR,Cimahi,Cimahi Tengah,,BDO - BRT,BDO10000,BDO10000,A,A,RING 1,
BDO20119,BDO,JABAR,Cimahi,Cimahi Utara,,BDO - BRT,BDO10000,BDO10000,A,A,RING 1,
BDO20200,BDO,JABAR,Kab. Sumedang,Sumedang,CABANG,BDO-SMG,BDO20200,BDO20200,B,B,RING 2,
BDO20201,BDO,JABAR,Sumedang,Buahdua,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20203,BDO,JABAR,Sumedang,Cibugel,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20205,BDO,JABAR,Sumedang,Cimalaka,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20206,BDO,JABAR,Sumedang,Cimanggung,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20208,BDO,JABAR,Sumedang,Conggeang,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20209,BDO,JABAR,Sumedang,Darmaraja,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20210,BDO,JABAR,Sumedang,Ganeas,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20214,BDO,JABAR,Sumedang,Pamulihan,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20215,BDO,JABAR,Sumedang,Paseh,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20216,BDO,JABAR,Sumedang,Rancakalong,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20217,BDO,JABAR,Sumedang,Situraja,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20218,BDO,JABAR,Sumedang,Sukasari,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20219,BDO,JABAR,Sumedang,Surian,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20220,BDO,JABAR,Sumedang,Tanjungkerta,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20221,BDO,JABAR,Sumedang,Tanjungsari,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20222,BDO,JABAR,Sumedang,Tomo,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20223,BDO,JABAR,Sumedang,Ujungjaya,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20224,BDO,JABAR,Sumedang,Wado,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20247,BDO,JABAR,Sumedang,Jatinangor,,BDO-SMG,BDO20200,BDO20200,A,B,RING 2,
BDO20248,BDO,JABAR,Sumedang,Cisarua,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20249,BDO,JABAR,Sumedang,Cisitu,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20250,BDO,JABAR,Sumedang,Jatigede,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20251,BDO,JABAR,Sumedang,Jatinunggal,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20252,BDO,JABAR,Sumedang,Sumedang Selatan,,BDO-SMG,BDO20200,BDO20200,B,B,RING 2,
BDO20253,BDO,JABAR,Sumedang,Sumedang Utara,,BDO-SMG,BDO20200,BDO20200,B,B,RING 2,
BDO20254,BDO,JABAR,Sumedang,Tanjungmedar,,BDO-SMG,BDO20200,BDO20200,C,C,RING 2,
BDO20700,BDO,JABAR,Kab. Garut,"Garut, Kab. Garut",CABANG,BDO-GRT,BDO20700,BDO20700,B,B,RING 2,
BDO20701,BDO,JABAR,Garut,Banjarwangi,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20702,BDO,JABAR,Garut,Banyuresmi,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20703,BDO,JABAR,Garut,Bayongbong,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20704,BDO,JABAR,Garut,Blubur Limbangan,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20705,BDO,JABAR,Garut,Bungbulang,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20706,BDO,JABAR,Garut,Cibatu,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20707,BDO,JABAR,Garut,Cibalong,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20708,BDO,JABAR,Garut,Cibiuk,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20709,BDO,JABAR,Garut,Cikelet,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20710,BDO,JABAR,Garut,Cikajang,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20711,BDO,JABAR,Garut,Cilawu,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20712,BDO,JABAR,Garut,Cisompet,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20713,BDO,JABAR,Garut,Cisurupan,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20714,BDO,JABAR,Garut,Cisewu,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20715,BDO,JABAR,Garut,Kadungora,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20716,BDO,JABAR,Garut,Karangpawitan,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20717,BDO,JABAR,Garut,Leles,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20718,BDO,JABAR,Garut,Leuwigoong,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20719,BDO,JABAR,Garut,Malangbong,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20720,BDO,JABAR,Garut,Pakenjeng,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20721,BDO,JABAR,Garut,Pameungpeuk,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20722,BDO,JABAR,Garut,Pamulihan,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20723,BDO,JABAR,Garut,Peundeuy,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20724,BDO,JABAR,Garut,Samarang,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20725,BDO,JABAR,Garut,Selaawi,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20726,BDO,JABAR,Garut,Singajaya,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20727,BDO,JABAR,Garut,Sukawening,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20728,BDO,JABAR,Garut,Talegong,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20730,BDO,JABAR,Garut,Wanaraja,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20734,BDO,JABAR,Garut,Caringin,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20735,BDO,JABAR,Garut,Karangtengah,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20736,BDO,JABAR,Garut,Sukaresmi,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20737,BDO,JABAR,Garut,Cigedug,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20738,BDO,JABAR,Garut,Cihurip,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20739,BDO,JABAR,Garut,Kersamanah,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20740,BDO,JABAR,Garut,Mekarmukti,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20741,BDO,JABAR,Garut,Pangatikan,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20742,BDO,JABAR,Garut,Pasirwangi,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20743,BDO,JABAR,Garut,Sucinaraja,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20744,BDO,JABAR,Garut,Tarogong Kaler,,BDO-GRT,BDO20700,BDO20700,C,C,RING 2,
BDO20745,BDO,JABAR,Garut,Tarogong Kidul,,BDO-GRT,BDO20700,BDO20700,B,C,RING 2,
BDO20746,BDO,JABAR,Garut,Garut Kota,,BDO-GRT,BDO20700,BDO20700,B,B,RING 1,
