SYSCODE,CODE,REGIONAL,KABUPATEN,KECAMATAN,STATUS,THREE LETTER CODE,MANIFEST DOMESTIC,MANIFEST INTERCITY,ZONA TARIF (PPDD),ZONA DELEVERY (QCE),RING ORIGIN,WILAYAH
TIM10008,TIM,SULAMPAPUA,Mimika,Mimika Baru,,TIM,TIM10000,TIM10000,C,A,RING 2,
TIM10009,TIM,SULAMPAPUA,Mimika,Mimika Timur,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10010,TIM,SULAMPAPUA,Mimika,Mimika Timur Jauh,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10011,TIM,SULAMPAPUA,Mimika,Mimika Tengah,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10012,TIM,SULAMPAPUA,Mimika,Tembagapura,,TIM,TIM10000,TIM10000,C,D,RING 2,
TIM10013,TIM,SULAMPAPUA,Mimika,Alama,,TIM,TIM10000,TIM10000,C,D,RING 2,
TIM10014,TIM,SULAMPAPUA,Mimika,Amar,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10015,TIM,SULAMPAPUA,Mimika,Hoya,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10016,TIM,SULAMPAPUA,Mimika,Iwaka,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10017,TIM,SULAMPAPUA,Mimika,Kwamki Narama,,TIM,TIM10000,TIM10000,C,C,RING 2,
TIM10018,TIM,SULAMPAPUA,Mimika,Wania,,TIM,TIM10000,TIM10000,C,C,RING 2,
TTE10000,TTE,SULAMPAPUA,Kota Ternate,Ternate,CABANG UTAMA,TTE,TTE10000,TTE10000,A,A,RING 1,
TTE10021,TTE,SULAMPAPUA,Ternate ,Moti (Pulau Moti),,TTE,TTE10000,TTE10000,C,C,RING 1,
TTE10022,TTE,SULAMPAPUA,Ternate ,Ternate Selatan (Kota),,TTE,TTE10000,TTE10000,A,A,RING 1,
TTE10023,TTE,SULAMPAPUA,Ternate ,Ternate Utara (Kota),,TTE,TTE10000,TTE10000,A,A,RING 1,
TTE10024,TTE,SULAMPAPUA,Ternate ,Ternate Tengah (Kota),,TTE,TTE10000,TTE10000,A,A,RING 1,
TTE10025,TTE,SULAMPAPUA,Ternate ,Pulau Ternate,,TTE,TTE10000,TTE10000,A,A,RING 1,
TTE10026,TTE,SULAMPAPUA,Ternate ,Pulau Batang Dua,,TTE,TTE10000,TTE10000,C,C,RING 1,
TTE10027,TTE,SULAMPAPUA,Ternate ,Pulau Hiri,,TTE,TTE10000,TTE10000,C,C,RING 1,
TTE20200,TTE,SULAMPAPUA,Kab. Halmahera Barat,Jailolo,CABANG,TTE-JLL,TTE10000,TTE20200,C,C,RING 2,
TTE20201,TTE,SULAMPAPUA,Halmahera Barat ,Jailolo Selatan,,TTE-JLL,TTE10000,TTE20200,C,C,RING 2,
TTE20202,TTE,SULAMPAPUA,Halmahera Barat ,Ibu,,TTE-JLL,TTE10000,TTE20200,D,D,RING 2,
TTE20203,TTE,SULAMPAPUA,Halmahera Barat ,Loloda,,TTE-JLL,TTE10000,TTE20200,D,D,RING 2,
TTE20204,TTE,SULAMPAPUA,Halmahera Barat ,Sahu,,TTE-JLL,TTE10000,TTE20200,C,C,RING 2,
TTE20205,TTE,SULAMPAPUA,Halmahera Barat ,Sahu Timur,,TTE-JLL,TTE10000,TTE20200,C,C,RING 2,
TTE20207,TTE,SULAMPAPUA,Halmahera Barat ,Ibu Utara,,TTE-JLL,TTE10000,TTE20200,C,D,RING 2,
TTE20208,TTE,SULAMPAPUA,Halmahera Barat ,Ibu Selatan,,TTE-JLL,TTE10000,TTE20200,C,D,RING 2,
TTE20300,TTE,SULAMPAPUA,Kab. Halmahera Selatan,Labuha,CABANG,TTE-LAH,TTE10000,TTE20300,B,B,RING 2,
TTE20301,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20302,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan Selatan,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20303,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan Timur,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20304,TTE,SULAMPAPUA,Halmahera Selatan ,Gane Barat,,TTE-LAH,TTE10000,TTE20300,D,D,RING 2,
TTE20305,TTE,SULAMPAPUA,Halmahera Selatan ,Gane Timur,,TTE-LAH,TTE10000,TTE20300,D,D,RING 2,
TTE20306,TTE,SULAMPAPUA,Halmahera Selatan ,Kayoa,,TTE-LAH,TTE10000,TTE20300,D,D,RING 2,
TTE20307,TTE,SULAMPAPUA,Halmahera Selatan ,Obi,CABANG,TTE-OBI,TTE10000,TTE20307,D,C,RING 2,
TTE20308,TTE,SULAMPAPUA,Halmahera Selatan ,Obi Selatan,,TTE-OBI,TTE10000,TTE20307,D,D,RING 2,
TTE20309,TTE,SULAMPAPUA,Halmahera Selatan ,Pulau Makian,,TTE-LAH,TTE10000,TTE20300,D,D,RING 2,
TTE20310,TTE,SULAMPAPUA,Halmahera Selatan ,Obi Utara,,TTE-OBI,TTE10000,TTE20307,C,D,RING 2,
TTE20311,TTE,SULAMPAPUA,Halmahera Selatan ,Obi Timur,,TTE-OBI,TTE10000,TTE20307,C,C,RING 2,
TTE20312,TTE,SULAMPAPUA,Halmahera Selatan ,Obi Barat,,TTE-OBI,TTE10000,TTE20307,C,D,RING 2,
TTE20313,TTE,SULAMPAPUA,Halmahera Selatan ,Mandioli Utara,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20314,TTE,SULAMPAPUA,Halmahera Selatan ,Mandioli Selatan,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20315,TTE,SULAMPAPUA,Halmahera Selatan ,Makian Barat (Pulau Makian),,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20316,TTE,SULAMPAPUA,Halmahera Selatan ,Kepulauan Joronga,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20317,TTE,SULAMPAPUA,Halmahera Selatan ,Kepulauan Botanglomang,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20318,TTE,SULAMPAPUA,Halmahera Selatan ,Kayoa Utara,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20319,TTE,SULAMPAPUA,Halmahera Selatan ,Kayoa Selatan,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20320,TTE,SULAMPAPUA,Halmahera Selatan ,Kayoa Barat,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20321,TTE,SULAMPAPUA,Halmahera Selatan ,Kasiruta Timur,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20322,TTE,SULAMPAPUA,Halmahera Selatan ,Kasiruta Barat,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20323,TTE,SULAMPAPUA,Halmahera Selatan ,Gane Timur Tengah,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20324,TTE,SULAMPAPUA,Halmahera Selatan ,Gane Timur Selatan,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20325,TTE,SULAMPAPUA,Halmahera Selatan ,Gane Barat Utara,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20326,TTE,SULAMPAPUA,Halmahera Selatan ,Gane Barat Selatan,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20327,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan Timur Tengah,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20328,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan Timur Selatan,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20329,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan Barat Utara,,TTE-LAH,TTE10000,TTE20300,C,D,RING 2,
TTE20330,TTE,SULAMPAPUA,Halmahera Selatan ,Bacan Barat,,TTE-LAH,TTE10000,TTE20300,C,C,RING 2,
TTE20400,TTE,SULAMPAPUA,Kab. Halmahera Tengah,Weda,CABANG,TTE-WDA,TTE10000,TTE20400,C,D,RING 2,
TTE20401,TTE,SULAMPAPUA,Halmahera Tengah ,Pulau Gebe,,TTE-WDA,TTE10000,TTE20400,C,C,RING 2,
TTE20402,TTE,SULAMPAPUA,Halmahera Tengah ,Patani,,TTE-WDA,TTE10000,TTE20400,D,D,RING 2,
TTE20403,TTE,SULAMPAPUA,Halmahera Tengah ,Weda Utara,,TTE-WDA,TTE10000,TTE20400,C,C,RING 2,
TTE20404,TTE,SULAMPAPUA,Halmahera Tengah ,Weda Selatan,,TTE-WDA,TTE10000,TTE20400,C,C,RING 2,
TTE20405,TTE,SULAMPAPUA,Halmahera Tengah ,Patani Utara,,TTE-WDA,TTE10000,TTE20400,C,C,RING 2,
TTE20406,TTE,SULAMPAPUA,Halmahera Tengah ,Patani Barat,,TTE-WDA,TTE10000,TTE20400,C,C,RING 2,
TTE20407,TTE,SULAMPAPUA,Halmahera Tengah ,Weda Tengah,,TTE-WDA,TTE10000,TTE20400,C,C,RING 2,
TTE20500,TTE,SULAMPAPUA,Kab. Halmahera Timur,Maba,CABANG,TTE-MBA,TTE10000,TTE20500,B,D,RING 2,
TTE20501,TTE,SULAMPAPUA,Halmahera Timur,Maba Selatan,CABANG,TTE-MBS,TTE10000,TTE20501,C,D,RING 2,
TTE20502,TTE,SULAMPAPUA,Halmahera Timur ,Wasile,,TTE-MBS,TTE10000,TTE20501,D,D,RING 2,
TTE20503,TTE,SULAMPAPUA,Halmahera Timur ,Wasile Selatan,,TTE-MBS,TTE10000,TTE20501,D,D,RING 2,
TTE20504,TTE,SULAMPAPUA,Halmahera Timur ,Wasile Utara,,TTE-MBS,TTE10000,TTE20501,C,D,RING 2,
TTE20505,TTE,SULAMPAPUA,Halmahera Timur ,Wasile Timur,,TTE-MBS,TTE10000,TTE20501,C,C,RING 2,
TTE20506,TTE,SULAMPAPUA,Halmahera Timur ,Wasile Tengah,,TTE-MBS,TTE10000,TTE20501,C,C,RING 2,
TTE20507,TTE,SULAMPAPUA,Halmahera Timur ,Maba Utara,,TTE-MBS,TTE10000,TTE20501,C,C,RING 2,
TTE20508,TTE,SULAMPAPUA,Halmahera Timur ,Maba Tengah,,TTE-MBS,TTE10000,TTE20501,C,C,RING 2,
TTE20509,TTE,SULAMPAPUA,Halmahera Timur ,Kota Maba,,TTE-MBA,TTE10000,TTE20500,C,C,RING 2,
TTE20600,TTE,SULAMPAPUA,Kab. Halmahera Utara,Tobelo,CABANG,TTE-TOB,TTE10000,TTE20600,B,D,RING 2,
TTE20601,TTE,SULAMPAPUA,Halmahera Utara ,Tobelo Selatan,,TTE-TOB,TTE10000,TTE20600,B,B,RING 2,
TTE20602,TTE,SULAMPAPUA,Halmahera Utara ,Galela,,TTE-TOB,TTE10000,TTE20600,C,C,RING 2,
TTE20603,TTE,SULAMPAPUA,Halmahera Utara ,Kao,,TTE-TOB,TTE10000,TTE20600,C,D,RING 2,
TTE20604,TTE,SULAMPAPUA,Halmahera Utara ,Loloda Utara,,TTE-TOB,TTE10000,TTE20600,D,D,RING 2,
TTE20605,TTE,SULAMPAPUA,Halmahera Utara ,Malifut,,TTE-TOB,TTE10000,TTE20600,D,B,RING 2,
TTE20606,TTE,SULAMPAPUA,Pulau Morotai ,Morotai Selatan,,TTE-MOT,TTE10000,TTE20900,D,B,RING 2,
TTE20607,TTE,SULAMPAPUA,Pulau Morotai ,Morotai Selatan Barat,,TTE-MOT,TTE10000,TTE20900,D,C,RING 2,
TTE20608,TTE,SULAMPAPUA,Pulau Morotai ,Morotai Utara,,TTE-MOT,TTE10000,TTE20900,D,C,RING 2,
TTE20609,TTE,SULAMPAPUA,Halmahera Utara ,Tobelo Utara,,TTE-TOB,TTE10000,TTE20600,B,C,RING 2,
TTE20610,TTE,SULAMPAPUA,Halmahera Utara ,Tobelo Timur,,TTE-TOB,TTE10000,TTE20600,B,D,RING 2,
TTE20611,TTE,SULAMPAPUA,Halmahera Utara ,Tobelo Tengah,,TTE-TOB,TTE10000,TTE20600,B,C,RING 2,
TTE20612,TTE,SULAMPAPUA,Halmahera Utara ,Tobelo Barat,,TTE-TOB,TTE10000,TTE20600,B,D,RING 2,
TTE20613,TTE,SULAMPAPUA,Halmahera Utara ,Loloda Kepulauan,,TTE-TOB,TTE10000,TTE20600,C,D,RING 2,
TTE20614,TTE,SULAMPAPUA,Halmahera Utara ,Kao Utara,,TTE-TOB,TTE10000,TTE20600,C,D,RING 2,
TTE20615,TTE,SULAMPAPUA,Halmahera Utara ,Kao Teluk,,TTE-TOB,TTE10000,TTE20600,C,D,RING 2,
TTE20616,TTE,SULAMPAPUA,Halmahera Utara ,Kao Barat,,TTE-TOB,TTE10000,TTE20600,C,D,RING 2,
TTE20617,TTE,SULAMPAPUA,Halmahera Utara ,Galela Utara,,TTE-TOB,TTE10000,TTE20600,C,C,RING 2,
TTE20618,TTE,SULAMPAPUA,Halmahera Utara ,Galela Selatan,,TTE-TOB,TTE10000,TTE20600,C,C,RING 2,
TTE20619,TTE,SULAMPAPUA,Halmahera Utara ,Galela Barat,,TTE-TOB,TTE10000,TTE20600,C,C,RING 2,
TTE20700,TTE,SULAMPAPUA,Kab. Kepulauan Sula,Sanana,CABANG,TTE-SQN,TTE10000,TTE20700,C,C,RING 2,
TTE20701,TTE,SULAMPAPUA,Kepulauan Sula ,Mangoli Barat,,TTE-SQN,TTE10000,TTE20700,C,C,RING 2,
TTE20702,TTE,SULAMPAPUA,Kepulauan Sula ,Mangoli Timur,,TTE-SQN,TTE10000,TTE20700,C,C,RING 2,
TTE20703,TTE,SULAMPAPUA,Nggele,Nggele,,TTE-SQN,TTE10000,TTE20700,D,D,RING 2,
TTE20704,TTE,SULAMPAPUA,Kepulauan Sula ,Sulabesi Barat,,TTE-SQN,TTE10000,TTE20700,D,C,RING 2,
TTE20705,TTE,SULAMPAPUA,Pulau Taliabu ,Taliabu Barat,,TTE-SQN,TTE10000,TTE20700,D,C,RING 2,
TTE20706,TTE,SULAMPAPUA,Pulau Taliabu ,Taliabu Timur,,TTE-SQN,TTE10000,TTE20700,D,D,RING 2,
TTE20707,TTE,SULAMPAPUA,Pulau Taliabu ,Taliabu Utara,,TTE-SQN,TTE10000,TTE20700,D,C,RING 2,
TTE20708,TTE,SULAMPAPUA,Pulau Taliabu ,Taliabu Timur Selatan,,TTE-SQN,TTE10000,TTE20700,D,D,RING 2,
TTE20709,TTE,SULAMPAPUA,Pulau Taliabu ,Taliabu Selatan,,TTE-SQN,TTE10000,TTE20700,D,D,RING 2,
TTE20710,TTE,SULAMPAPUA,Pulau Taliabu ,Taliabu Barat Laut,,TTE-SQN,TTE10000,TTE20700,D,C,RING 2,
TTE20711,TTE,SULAMPAPUA,Kepulauan Sula ,Sulabesi Timur,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20712,TTE,SULAMPAPUA,Kepulauan Sula ,Sulabesi Tengah,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20713,TTE,SULAMPAPUA,Kepulauan Sula ,Sulabesi Selatan,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20714,TTE,SULAMPAPUA,Kepulauan Sula ,Sanana Utara,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20715,TTE,SULAMPAPUA,Kepulauan Sula ,Mangoli Utara Timur,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20716,TTE,SULAMPAPUA,Kepulauan Sula ,Mangoli Utara,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20717,TTE,SULAMPAPUA,Kepulauan Sula ,Mangoli Tengah,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20718,TTE,SULAMPAPUA,Kepulauan Sula ,Mangoli Selatan,,TTE-SQN,TTE10000,TTE20700,C,D,RING 2,
TTE20719,TTE,SULAMPAPUA,Pulau Taliabu ,Lede,,TTE-SQN,TTE10000,TTE20700,D,D,RING 2,
TTE20720,TTE,SULAMPAPUA,Pulau Taliabu ,Tabona,,TTE-SQN,TTE10000,TTE20700,D,D,RING 2,
TTE20800,TTE,SULAMPAPUA,Tidore Kepulauan ,Tidore,CABANG,TTE-TID,TTE10000,TTE20800,B,D,RING 2,
TTE20801,TTE,SULAMPAPUA,Tidore Kepulauan ,Oba,,TTE-OBU,TTE10000,TTE20802,D,D,RING 2,
TTE20802,TTE,SULAMPAPUA,Tidore Kepulauan ,Oba Utara,CABANG,TTE-OBU,TTE10000,TTE20802,D,D,RING 2,
TTE20803,TTE,SULAMPAPUA,Tidore Kepulauan ,Tidore Selatan,,TTE-TID,TTE10000,TTE20800,C,D,RING 2,
TTE20804,TTE,SULAMPAPUA,Tidore Kepulauan ,Tidore Utara,,TTE-TID,TTE10000,TTE20800,C,D,RING 2,
TTE20805,TTE,SULAMPAPUA,Tidore Kepulauan ,Tidore Timur,,TTE-TID,TTE10000,TTE20800,B,C,RING 2,
TTE20806,TTE,SULAMPAPUA,Tidore Kepulauan ,Oba Tengah,,TTE-OBU,TTE10000,TTE20802,C,D,RING 2,
TTE20807,TTE,SULAMPAPUA,Tidore Kepulauan ,Oba Selatan,,TTE-OBU,TTE10000,TTE20802,C,B,RING 2,
TTE20808,TTE,SULAMPAPUA,Tidore Kepulauan ,Tidore (Pulau Tidore),,TTE-TID,TTE10000,TTE20800,C,D,RING 2,
TTE20900,TTE,SULAMPAPUA,Pulau Morotai ,Morotai Timur,CABANG,TTE-MOT,TTE10000,TTE20900,C,C,RING 2,
TTE20901,TTE,SULAMPAPUA,Pulau Morotai ,Morotai Jaya,,TTE-MOT,TTE10000,TTE20900,C,C,RING 2,
UPG10000,UPG,SULAMPAPUA,Kota Makassar,Ujung Pandang,Cabang Utama,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10003,UPG,SULAMPAPUA,Makassar,Tamalate,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10004,UPG,SULAMPAPUA,Makassar,Biring Kanaya,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10005,UPG,SULAMPAPUA,Makassar,Bontoala,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10006,UPG,SULAMPAPUA,Makassar,Mamajang,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10007,UPG,SULAMPAPUA,Makassar,Manggala,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10008,UPG,SULAMPAPUA,Makassar,Mariso,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10009,UPG,SULAMPAPUA,Makassar,Panakkukang,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10010,UPG,SULAMPAPUA,Makassar,Rappocini,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10011,UPG,SULAMPAPUA,Makassar,Tallo,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10012,UPG,SULAMPAPUA,Makassar,Tamalanrea,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10013,UPG,SULAMPAPUA,Makassar,Ujung Tanah,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10014,UPG,SULAMPAPUA,Makassar,Wajo,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG10015,UPG,SULAMPAPUA,Makassar,Makassar,,UPG,UPG10000,UPG10000,A,A,RING 1,
UPG20100,UPG,SULAMPAPUA,Kab. Bantaeng,Bantaeng,CABANG,UPG-BAN,UPG10000,UPG20100,B,B,RING 2,
UPG20101,UPG,SULAMPAPUA,Bantaeng,Bissappu,,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20102,UPG,SULAMPAPUA,Bantaeng,Tompobulu,,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20104,UPG,SULAMPAPUA,Bantaeng,Eremerasa,,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20105,UPG,SULAMPAPUA,Bantaeng,Pajukukang,,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20106,UPG,SULAMPAPUA,Bantaeng,Uluere,,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20107,UPG,SULAMPAPUA,Bantaeng,Sinoa,,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20108,UPG,SULAMPAPUA,Bantaeng,Gantarang Keke (Gantareng Keke),,UPG-BAN,UPG10000,UPG20100,C,C,RING 2,
UPG20200,UPG,SULAMPAPUA,Kab. Barru,Barru,CABANG,UPG-BAR,UPG10000,UPG20200,B,B,RING 2,
UPG20201,UPG,SULAMPAPUA,Barru,Mallusetasi,,UPG-BAR,UPG10000,UPG20200,C,C,RING 2,
UPG20202,UPG,SULAMPAPUA,Barru,Soppeng Riaja,,UPG-BAR,UPG10000,UPG20200,C,C,RING 2,
UPG20203,UPG,SULAMPAPUA,Barru,Tanete Riaja,,UPG-BAR,UPG10000,UPG20200,C,C,RING 2,
UPG20204,UPG,SULAMPAPUA,Barru,Tanete Rilau,,UPG-BAR,UPG10000,UPG20200,C,C,RING 2,
UPG20205,UPG,SULAMPAPUA,Barru,Balusu,,UPG-BAR,UPG10000,UPG20200,C,C,RING 2,
UPG20206,UPG,SULAMPAPUA,Barru,Pujananting,,UPG-BAR,UPG10000,UPG20200,C,C,RING 2,
UPG20300,UPG,SULAMPAPUA,Kab. Bulukumba,Bulukumba,CABANG,UPG-BLK,UPG10000,UPG20300,B,B,RING 2,
UPG20301,UPG,SULAMPAPUA,Bulukumba,Bonto Bahari,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20302,UPG,SULAMPAPUA,Bulukumba,Bontotiro,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20304,UPG,SULAMPAPUA,Bulukumba,Gantorang/Gantarang (Gangking),,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20305,UPG,SULAMPAPUA,Bulukumba,Hero Lange-Lange (Herlang),,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20306,UPG,SULAMPAPUA,Bulukumba,Kajang,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20307,UPG,SULAMPAPUA,Bulukumba,Kindang,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20308,UPG,SULAMPAPUA,Bulukumba,Rilau Ale,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20309,UPG,SULAMPAPUA,Bulukumba,Ujung Bulu,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20310,UPG,SULAMPAPUA,Bulukumba,Ujung Loe,,UPG-BLK,UPG10000,UPG20300,C,C,RING 2,
UPG20400,UPG,SULAMPAPUA,Kab. Enrekang,Enrekang,CABANG,UPG-ENR,UPG10000,UPG20400,B,B,RING 2,
UPG20401,UPG,SULAMPAPUA,Enrekang,Alla,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20402,UPG,SULAMPAPUA,Enrekang,Anggeraja,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20403,UPG,SULAMPAPUA,Enrekang,Baraka,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20404,UPG,SULAMPAPUA,Enrekang,Maiwa,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20405,UPG,SULAMPAPUA,Enrekang,Baroko,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20406,UPG,SULAMPAPUA,Enrekang,Malua,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20407,UPG,SULAMPAPUA,Enrekang,Cendana,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20408,UPG,SULAMPAPUA,Enrekang,Bungin,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20412,UPG,SULAMPAPUA,Enrekang,Curio,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20413,UPG,SULAMPAPUA,Enrekang,Buntu Batu,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20414,UPG,SULAMPAPUA,Enrekang,Masalle,,UPG-ENR,UPG10000,UPG20400,C,C,RING 2,
UPG20500,UPG,SULAMPAPUA,Kab. Jeneponto,Jeneponto,CABANG,UPG-JNP,UPG10000,UPG20500,B,B,RING 2,
UPG20501,UPG,SULAMPAPUA,Jeneponto,Bangkala,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20502,UPG,SULAMPAPUA,Jeneponto,Batang,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20503,UPG,SULAMPAPUA,Jeneponto,Kelara,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20504,UPG,SULAMPAPUA,Jeneponto,Tamalatea,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20505,UPG,SULAMPAPUA,Jeneponto,Bangkala Barat,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20506,UPG,SULAMPAPUA,Jeneponto,Binamu,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20507,UPG,SULAMPAPUA,Jeneponto,Bontoramba,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20508,UPG,SULAMPAPUA,Jeneponto,Turatea,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20509,UPG,SULAMPAPUA,Jeneponto,Arungkeke,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20510,UPG,SULAMPAPUA,Jeneponto,Tarowang,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20511,UPG,SULAMPAPUA,Jeneponto,Rumbia,,UPG-JNP,UPG10000,UPG20500,C,C,RING 2,
UPG20600,UPG,SULAMPAPUA,Kab. Tana Toraja,Makale,CABANG,UPG-MAK,UPG10000,UPG20600,B,B,RING 2,
UPG20601,UPG,SULAMPAPUA,Tana Toraja,Bonggakaradeng,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20602,UPG,SULAMPAPUA,Tana Toraja,Mengkendek,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20603,UPG,SULAMPAPUA,Tana Toraja,Saluputti,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20604,UPG,SULAMPAPUA,Tana Toraja,Sangalla (Sanggala),,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20605,UPG,SULAMPAPUA,Kab. Tana Toraja Utara,Rantepao,CABANG,UPG-RTP,UPG10000,UPG20605,B,B,RING 2,
UPG20606,UPG,SULAMPAPUA,Toraja Utara,Rindingallo,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20607,UPG,SULAMPAPUA,Toraja Utara,Sanggalangi,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20608,UPG,SULAMPAPUA,Toraja Utara,Sesean,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20609,UPG,SULAMPAPUA,Tana Toraja,Bittuang,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20610,UPG,SULAMPAPUA,Toraja Utara,Buntao,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20611,UPG,SULAMPAPUA,Tana Toraja,Rantetayo,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20612,UPG,SULAMPAPUA,Toraja Utara,Sa'dan,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
UPG20613,UPG,SULAMPAPUA,Tana Toraja,Simbuang,,UPG-MAK,UPG10000,UPG20600,C,C,RING 2,
UPG20614,UPG,SULAMPAPUA,Toraja Utara,Tondon,,UPG-RTP,UPG10000,UPG20605,C,C,RING 2,
